session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
5e9d4bf1cd05002827a3cf7f,5e8b0faa3d71b07b69ef26f4,AWAITING REVIEW,2020-04-20 7:14:57,2020-04-20 8:16:23,3685.507,20,5,0,100,,34AE75B1,Poland,Poland,Full-Time,Polish,Poland,Male,No
5e9d4c4ef925dd286dfa3bff,5e2ef6fc447122020596138c,AWAITING REVIEW,2020-04-20 7:16:50,2020-04-20 7:43:18,1588.231,24,7,0,100,,34AE75B1,Netherlands,Netherlands,Part-Time,Dutch,Netherlands,Female,Yes
5e9d4c7693295f26dab70a6a,5e175ec08e55e10643ad375c,AWAITING REVIEW,2020-04-20 7:17:11,2020-04-20 8:10:32,3201.369,22,39,0,100,,34AE75B1,Greece,Greece,Part-Time,Greek,Greece,Male,Yes
5e9d558a2b4863000945d275,5e0bb9a44f849e3d5bb8ffe1,AWAITING REVIEW,2020-04-20 7:55:54,2020-04-20 8:11:35,940.561,19,46,0,100,,34AE75B1,Italy,Italy,Unemployed (and job seeking),Italian,Italy,Male,Yes
5e9d558e7faa1a000b1ec238,5c04da7f29abc00001996351,AWAITING REVIEW,2020-04-20 7:57:08,2020-04-20 8:32:42,2133.365,22,145,1,100,,34AE75B1,Australia,Australia,Part-Time,English,Australia,Male,Yes
5e9d5593937bc1000a5c281b,5dea61dd63c57917e8e02197,AWAITING REVIEW,2020-04-20 7:57:17,2020-04-20 9:03:04,3946.787,22,24,1,96,,34AE75B1,Egypt,,Other,Arabic,Egypt,Male,Yes
5e9d5594bee0af000a14b94b,5e52ac8280cd092b57567f89,AWAITING REVIEW,2020-04-20 7:56:20,2020-04-20 8:22:35,1574.107,19,15,0,100,,34AE75B1,Spain,Spain,"Not in paid work (e.g. homemaker', 'retired or disabled)",Catalan,Spain,Male,Yes
5e9d5595a06479000822bb50,5e874ce2a6b352069eae0aa2,AWAITING REVIEW,2020-04-20 7:56:05,2020-04-20 8:26:00,1794.619,21,5,0,100,,34AE75B1,Spain,Spain,Unemployed (and job seeking),Spanish,Spain,Male,Yes
5e9d55957cf6b000094cf79b,5c671fb4d6c7500001a03501,AWAITING REVIEW,2020-04-20 7:56:05,2020-04-20 8:51:32,3326.705,31,70,0,100,,34AE75B1,Poland,Poland,Full-Time,Polish,Poland,Male,No
5e9d55979d628900081f2e4b,5cfbb39480fed30019301b72,AWAITING REVIEW,2020-04-20 7:56:08,2020-04-20 8:44:26,2898.427,29,129,3,99,,34AE75B1,Poland,Poland,Full-Time,Polish,Poland,Male,Yes
5e9d559873ed8c0008442b0c,57bf54d5a170cc000103ea70,AWAITING REVIEW,2020-04-20 7:59:15,2020-04-20 8:45:02,2747.111,26,57,1,100,,34AE75B1,Macao,United Kingdom,Full-Time,Chinese,Portugal,Female,Yes
5e9d5598bee0af000a14b94c,5c25315c2c45d4000148afec,AWAITING REVIEW,2020-04-20 7:56:13,2020-04-20 8:37:05,2452.186,40,212,3,99,,34AE75B1,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,No
5e9d5599602d79000bdde871,5dc082848531b10339bb55ac,AWAITING REVIEW,2020-04-20 7:56:09,2020-04-20 8:51:48,3339.053,20,55,0,100,,34AE75B1,Poland,Poland,Part-Time,Polish,Poland,Male,Yes
5e9d5599533d5e000c8ca55f,5dc9afa52b1e546c412adfba,AWAITING REVIEW,2020-04-20 7:56:09,2020-04-20 8:22:42,1592.94,28,176,1,100,,34AE75B1,United States,United States,Unemployed (and job seeking),English,United States,Male,No
5e9d559942f4180008bf45b8,5e78f6d6aa5afc4a32a50667,AWAITING REVIEW,2020-04-20 7:56:18,2020-04-20 8:26:37,1819.093,23,10,0,100,,34AE75B1,Brazil,Denmark,Part-Time,Portuguese,Brazil,Female,Yes
5e9d60f29eed030008ca0812,5aeacdc026e9c60001fbcfef,AWAITING REVIEW,2020-04-20 8:44:39,2020-04-20 9:07:15,1356.232,26,424,3,100,,34AE75B1,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,Yes
5e9d62ecb7a69c011c07c704,5db1bba0e20f58000b8717f6,AWAITING REVIEW,2020-04-20 8:58:32,2020-04-20 9:42:01,2608.981,23,75,0,100,,34AE75B1,Greece,Greece,Part-Time,Greek,Greece,Male,Yes
5e9d62f38c05470184709d3f,5c86c14fa5b23d0001046192,AWAITING REVIEW,2020-04-20 8:53:15,2020-04-20 9:27:16,2041.277,31,141,1,100,,34AE75B1,Sweden,Sweden,Part-Time,Swedish,Sweden,Male,No
5e9d62f316566d01d5e17ea8,5d3a286034acef001ceb73ac,AWAITING REVIEW,2020-04-20 8:53:11,2020-04-20 9:18:51,1539.409,22,21,0,100,,34AE75B1,Portugal,Portugal,Other,Portuguese,Portugal,Female,Yes
5e9d62f37cf6b0012ab52d7a,5e7df5b7e28dab48b27cee4c,AWAITING REVIEW,2020-04-20 8:53:09,2020-04-20 9:18:13,1503.987,35,8,0,100,,34AE75B1,Poland,Poland,Full-Time,Polish,Poland,Male,No
5e9d62f45c16f0011480dd37,5e209e63f814783b253a93ed,AWAITING REVIEW,2020-04-20 8:53:08,2020-04-20 9:36:01,2572.884,23,44,0,100,,34AE75B1,Italy,Italy,Part-Time,Italian,Italy,Female,Yes
5e9d62f4a6b90f01ce6bea93,5e23029c173db45c6e986f15,AWAITING REVIEW,2020-04-20 8:54:22,2020-04-20 9:29:51,2129.38,33,60,3,97,,34AE75B1,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,No
5e9d62f435314b0184256979,5dd2c07123f9f12cd4bc9431,AWAITING REVIEW,2020-04-20 8:53:09,2020-04-20 9:26:53,2024.764,30,86,0,100,,34AE75B1,United Kingdom,United Kingdom,Full-Time,English,New Zealand,Male,No
