session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status
5e9d4ba05eb4e327ff7e51ff,5dc18d07b98b120f0666da6f,AWAITING REVIEW,2020-04-20 7:13:36,2020-04-20 8:04:57,3081.137,28,83,0,100,,34AE75B1,Sweden,Sweden,Unemployed (and job seeking),Swedish,Sweden,Male,No
5e9d4ba1f204cc27ae89820c,5d99be023fdbbd00181f6548,AWAITING REVIEW,2020-04-20 7:13:37,2020-04-20 7:50:31,2214.384,20,99,0,100,,34AE75B1,Italy,Italy,Other,Italian,Italy,Male,Yes
5e9d4ba29c92c5278653ba9f,5c3f4df3c2d0b700017ce9a7,AWAITING REVIEW,2020-04-20 7:13:43,2020-04-20 7:49:40,2157.732,45,63,0,100,,34AE75B1,United Kingdom,United Kingdom,Full-Time,English,United Kingdom,Female,Yes
5e9d4ba4048d7727854d398b,5e30576c27c0aa02884d92d9,AWAITING REVIEW,2020-04-20 7:13:43,2020-04-20 7:35:47,1324.697,22,29,0,100,,34AE75B1,Italy,Italy,Part-Time,Italian,Italy,Male,Yes
5e9d4ba650f8312782e5b76a,5c57c0dad3cc6b0001d9f27a,AWAITING REVIEW,2020-04-20 7:13:57,2020-04-20 7:51:48,2271.026,22,158,0,100,,34AE75B1,Canada,Canada,Unemployed (and job seeking),English,Canada,Female,No
5e9d4ba766988222dbdca60b,5dd19e633269922102035292,AWAITING REVIEW,2020-04-20 7:18:45,2020-04-20 7:54:09,2124.09,43,40,0,100,,34AE75B1,United Kingdom,United Kingdom,Part-Time,English,United Kingdom,Female,Yes
5e9d4ba7465a3427d61f4815,5d70d5b4e69f1f0017ff6813,AWAITING REVIEW,2020-04-20 7:13:44,2020-04-20 8:02:15,2911.484,37,64,0,100,,34AE75B1,Spain,Spain,Part-Time,Spanish,Spain,Male,No
5e9d4ba718d39b279d48ffed,5dd3fd76b48da33ea5a00fb4,AWAITING REVIEW,2020-04-20 7:14:04,2020-04-20 7:49:19,2114.446,39,50,1,100,,34AE75B1,Spain,Spain,Full-Time,Spanish,Spain,Male,No
5e9d4bab9a706b27a96a25cd,5c62fb7c0ee07c00012604f8,AWAITING REVIEW,2020-04-20 7:16:19,2020-04-20 7:50:12,2033.059,24,153,0,100,,34AE75B1,Poland,Poland,Full-Time,Polish,Poland,Male,Yes
5e9d4baf7473ca280d0d0807,5dce6f1024a02c0e316511fb,AWAITING REVIEW,2020-04-20 7:13:51,2020-04-20 7:54:36,2444.254,36,49,1,100,,34AE75B1,Poland,Poland,Full-Time,English,Poland,Male,No
5e9d4bb05eb4e327ff7e5200,5e983c4c0b62cc025e52ab70,AWAITING REVIEW,2020-04-20 7:14:03,2020-04-20 7:44:50,1847.046,26,2,0,100,,34AE75B1,United Kingdom,,Full-Time,English,United Kingdom,Male,No
